OrderID;CostomerID;ProductID;OrderDate;OrderQuantity;PaymentMethode;OrderStatus
321;15982;13501;2026-02-03 11:46:00.0000000;1;Banka Kartı;Tamamlandı
322;3952;7962;2026-01-11 20:15:00.0000000;3;Banka Kartı;Kargoda
323;8820;2105;2026-02-18 02:13:00.0000000;2;Banka Kartı;Tamamlandı
324;16054;7946;2026-01-14 01:11:00.0000000;4;Banka Kartı;Tamamlandı
325;21448;11424;2026-01-01 16:21:00.0000000;1;Banka Kartı;Tamamlandı
326;11968;16568;2026-02-04 19:34:00.0000000;2;Kredi Kartı;Tamamlandı
327;19509;8145;2026-01-30 19:17:00.0000000;1;Havale / EFT;Tamamlandı
328;9668;14838;2026-01-02 00:28:00.0000000;2;Banka Kartı;Tamamlandı
329;15955;2843;2026-01-03 06:15:00.0000000;1;Kapıda Ödeme;Tamamlandı
330;11670;6896;2026-01-06 02:43:00.0000000;2;Banka Kartı;Tamamlandı
331;435;12596;2026-01-18 21:16:00.0000000;4;Banka Kartı;Hazırlanıyor
332;4745;15182;2026-02-20 06:51:00.0000000;3;Kredi Kartı;Tamamlandı
333;12956;6277;2026-01-20 08:05:00.0000000;1;Kapıda Ödeme;Tamamlandı
334;10116;610;2026-02-10 19:56:00.0000000;2;Kapıda Ödeme;Tamamlandı
335;420;9876;2026-01-22 04:55:00.0000000;1;Kredi Kartı;Tamamlandı
336;18541;10652;2026-01-13 10:07:00.0000000;1;Kredi Kartı;Hazırlanıyor
337;1245;3661;2026-01-06 22:24:00.0000000;1;Kredi Kartı;Tamamlandı
338;19905;3108;2026-01-18 17:29:00.0000000;1;Kredi Kartı;Tamamlandı
339;21522;14930;2026-02-18 23:10:00.0000000;1;Kredi Kartı;Tamamlandı
340;7578;7359;2026-01-19 03:49:00.0000000;1;Banka Kartı;Tamamlandı
341;1401;15948;2026-02-03 13:57:00.0000000;2;Havale / EFT;Tamamlandı
342;20673;760;2026-02-19 12:28:00.0000000;2;Kredi Kartı;Tamamlandı
343;9042;11280;2026-01-12 02:06:00.0000000;1;Banka Kartı;Hazırlanıyor
344;17729;4173;2026-01-26 08:51:00.0000000;2;Kapıda Ödeme;Kargoda
345;11811;17506;2026-02-08 07:26:00.0000000;2;Banka Kartı;Tamamlandı
346;12265;16596;2026-02-06 19:28:00.0000000;4;Banka Kartı;Tamamlandı
347;6712;7186;2026-01-16 14:28:00.0000000;4;Kredi Kartı;Tamamlandı
348;9231;4951;2026-01-01 12:19:00.0000000;2;Kapıda Ödeme;Tamamlandı
349;16588;8359;2026-01-06 20:39:00.0000000;2;Havale / EFT;Tamamlandı
350;3344;10184;2026-02-16 13:19:00.0000000;1;Havale / EFT;Tamamlandı
351;10018;7039;2026-01-02 06:10:00.0000000;1;Havale / EFT;Tamamlandı
352;14579;16666;2026-01-04 04:43:00.0000000;1;Kredi Kartı;Tamamlandı
353;16303;5857;2026-01-13 17:27:00.0000000;1;Havale / EFT;Kargoda
354;8081;14872;2026-01-08 21:55:00.0000000;1;Kapıda Ödeme;Hazırlanıyor
355;14759;6851;2026-02-15 05:08:00.0000000;1;Havale / EFT;Tamamlandı
356;17695;3533;2026-01-18 16:54:00.0000000;1;Kredi Kartı;Tamamlandı
357;14483;9731;2026-02-05 06:27:00.0000000;2;Kredi Kartı;Tamamlandı
358;15787;11479;2026-01-28 09:00:00.0000000;2;Kapıda Ödeme;Hazırlanıyor
359;15182;494;2026-01-23 17:30:00.0000000;1;Banka Kartı;Tamamlandı
360;6057;13828;2026-01-15 15:26:00.0000000;1;Banka Kartı;Tamamlandı
361;10302;7249;2026-01-03 03:35:00.0000000;1;Banka Kartı;Kargoda
362;15801;246;2026-01-03 06:41:00.0000000;1;Kredi Kartı;Tamamlandı
363;2918;13501;2026-02-02 23:14:00.0000000;1;Kredi Kartı;Tamamlandı
364;8311;2767;2026-01-03 01:35:00.0000000;1;Havale / EFT;Kargoda
365;885;1976;2026-02-08 03:38:00.0000000;3;Kredi Kartı;Hazırlanıyor
366;17291;2337;2026-01-28 20:23:00.0000000;1;Kredi Kartı;Hazırlanıyor
367;14950;6124;2026-01-07 09:00:00.0000000;4;Banka Kartı;Tamamlandı
368;2340;1761;2026-01-14 15:41:00.0000000;1;Havale / EFT;Tamamlandı
369;17432;8600;2026-01-16 13:17:00.0000000;1;Kredi Kartı;Tamamlandı
370;19341;753;2026-01-08 02:24:00.0000000;1;Kapıda Ödeme;Tamamlandı
371;7314;13635;2026-02-08 04:12:00.0000000;4;Banka Kartı;Tamamlandı
372;7524;12714;2026-01-31 17:53:00.0000000;1;Kredi Kartı;Tamamlandı
373;9740;2292;2026-01-02 07:55:00.0000000;1;Kredi Kartı;Tamamlandı
374;21933;6535;2026-02-09 08:29:00.0000000;3;Banka Kartı;Tamamlandı
375;16877;1053;2026-02-11 18:52:00.0000000;1;Banka Kartı;Tamamlandı
376;121;6203;2026-01-14 13:08:00.0000000;1;Havale / EFT;Tamamlandı
377;11086;6953;2026-01-29 10:56:00.0000000;1;Kredi Kartı;Tamamlandı
378;12676;16786;2026-01-07 02:22:00.0000000;1;Havale / EFT;Hazırlanıyor
379;9342;13985;2026-01-21 19:50:00.0000000;5;Kredi Kartı;Tamamlandı
380;2326;8538;2026-01-11 04:40:00.0000000;1;Kredi Kartı;Tamamlandı
381;14210;12953;2026-02-10 22:18:00.0000000;1;Kredi Kartı;Tamamlandı
382;16764;7938;2026-01-21 22:03:00.0000000;1;Banka Kartı;Tamamlandı
383;18483;6742;2026-02-18 14:36:00.0000000;2;Kredi Kartı;Tamamlandı
384;1907;14341;2026-02-08 09:11:00.0000000;1;Kredi Kartı;Tamamlandı
385;18928;8650;2026-01-19 04:17:00.0000000;1;Kredi Kartı;İptal
386;5127;17906;2026-01-31 17:12:00.0000000;1;Kredi Kartı;Hazırlanıyor
387;1305;2877;2026-01-20 14:37:00.0000000;1;Banka Kartı;Tamamlandı
388;17611;3898;2026-01-24 19:48:00.0000000;1;Kredi Kartı;Tamamlandı
389;238;17899;2026-01-29 19:53:00.0000000;2;Banka Kartı;Tamamlandı
390;862;15400;2026-01-07 21:54:00.0000000;1;Kredi Kartı;Hazırlanıyor
391;20697;3983;2026-02-17 11:30:00.0000000;1;Kredi Kartı;Tamamlandı
392;1232;3628;2026-01-22 02:51:00.0000000;4;Havale / EFT;Tamamlandı
393;13854;9670;2026-02-07 16:41:00.0000000;2;Kapıda Ödeme;İptal
394;9685;1362;2026-01-29 00:54:00.0000000;1;Banka Kartı;Tamamlandı
395;7411;17174;2026-01-16 03:15:00.0000000;1;Banka Kartı;Tamamlandı
396;17517;16984;2026-02-19 09:42:00.0000000;1;Banka Kartı;Tamamlandı
397;17050;2750;2026-02-03 14:35:00.0000000;1;Kredi Kartı;Tamamlandı
398;11177;16297;2026-02-13 23:59:00.0000000;1;Kredi Kartı;Hazırlanıyor
399;13227;8954;2026-01-23 22:27:00.0000000;2;Kredi Kartı;Tamamlandı
400;11901;13032;2026-02-17 09:03:00.0000000;2;Kredi Kartı;Tamamlandı
401;3341;17791;2026-01-14 17:57:00.0000000;4;Kredi Kartı;Tamamlandı
402;9529;16270;2026-02-16 07:56:00.0000000;2;Kredi Kartı;Tamamlandı
403;16080;16616;2026-02-11 02:54:00.0000000;4;Banka Kartı;İptal
404;9443;13804;2026-01-23 08:22:00.0000000;2;Banka Kartı;Tamamlandı
405;15680;6610;2026-01-02 17:26:00.0000000;1;Kredi Kartı;Kargoda
406;21995;15511;2026-01-16 20:50:00.0000000;4;Kredi Kartı;Tamamlandı
407;5154;8682;2026-02-10 01:56:00.0000000;1;Kredi Kartı;Tamamlandı
408;9557;7823;2026-02-03 13:21:00.0000000;2;Havale / EFT;Hazırlanıyor
409;6819;3786;2026-02-06 22:02:00.0000000;2;Kredi Kartı;Tamamlandı
410;10245;4369;2026-01-21 18:25:00.0000000;1;Kredi Kartı;Tamamlandı
411;10363;12408;2026-01-21 13:49:00.0000000;3;Havale / EFT;Tamamlandı
412;728;8288;2026-01-15 17:36:00.0000000;1;Kredi Kartı;Tamamlandı
413;20095;17243;2026-02-09 16:45:00.0000000;1;Havale / EFT;Tamamlandı
414;20195;6140;2026-01-06 11:45:00.0000000;2;Havale / EFT;Hazırlanıyor
415;1664;6395;2026-02-06 20:29:00.0000000;1;Kredi Kartı;Hazırlanıyor
416;19648;13076;2026-02-14 14:55:00.0000000;2;Kredi Kartı;Tamamlandı
417;448;14917;2026-01-21 05:30:00.0000000;1;Havale / EFT;Kargoda
418;19644;9025;2026-01-17 23:27:00.0000000;1;Havale / EFT;Kargoda
419;862;11251;2026-01-22 20:28:00.0000000;1;Kredi Kartı;Tamamlandı
420;6378;918;2026-02-16 11:42:00.0000000;1;Kredi Kartı;Tamamlandı
421;20605;2659;2026-01-25 00:42:00.0000000;1;Kredi Kartı;Tamamlandı
422;2824;10323;2026-02-12 17:42:00.0000000;1;Havale / EFT;Tamamlandı
423;13358;4068;2026-01-23 03:52:00.0000000;1;Banka Kartı;Tamamlandı
424;8881;10754;2026-02-08 14:07:00.0000000;1;Kredi Kartı;Kargoda
425;17905;742;2026-02-06 04:04:00.0000000;1;Banka Kartı;Tamamlandı
426;20291;11052;2026-02-10 01:11:00.0000000;1;Kapıda Ödeme;Tamamlandı
427;3542;4517;2026-02-15 20:52:00.0000000;1;Kredi Kartı;Tamamlandı
428;7012;5072;2026-02-12 18:08:00.0000000;2;Banka Kartı;Tamamlandı
429;1752;3613;2026-01-14 03:12:00.0000000;3;Banka Kartı;Tamamlandı
430;3298;14817;2026-01-04 12:03:00.0000000;1;Kredi Kartı;Tamamlandı
431;16017;13767;2026-02-11 20:20:00.0000000;3;Banka Kartı;Tamamlandı
432;8015;8659;2026-01-08 05:38:00.0000000;2;Kredi Kartı;Tamamlandı
433;14809;13128;2026-01-09 10:28:00.0000000;1;Kredi Kartı;Tamamlandı
434;13794;1686;2026-01-15 13:08:00.0000000;2;Kredi Kartı;Tamamlandı
435;3222;39;2026-01-15 03:59:00.0000000;2;Kredi Kartı;Tamamlandı
436;1582;11966;2026-01-16 02:36:00.0000000;2;Kapıda Ödeme;Hazırlanıyor
437;19908;11733;2026-02-12 09:05:00.0000000;2;Kapıda Ödeme;Tamamlandı
438;14508;11799;2026-02-15 04:41:00.0000000;2;Banka Kartı;Tamamlandı
439;14838;3953;2026-02-15 14:12:00.0000000;1;Banka Kartı;Tamamlandı
440;17253;16667;2026-01-25 12:19:00.0000000;1;Kapıda Ödeme;Tamamlandı
441;3275;2708;2026-01-05 09:43:00.0000000;1;Kredi Kartı;Tamamlandı
442;8295;10243;2026-01-01 06:39:00.0000000;1;Kredi Kartı;Tamamlandı
443;9079;6486;2026-01-30 12:19:00.0000000;1;Havale / EFT;Tamamlandı
444;21245;7936;2026-02-07 19:51:00.0000000;3;Banka Kartı;Hazırlanıyor
445;21651;9610;2026-01-02 03:53:00.0000000;2;Banka Kartı;Tamamlandı
446;8152;14965;2026-01-02 07:57:00.0000000;3;Kredi Kartı;Tamamlandı
447;295;4724;2026-02-10 08:54:00.0000000;2;Kredi Kartı;Tamamlandı
448;19807;3734;2026-01-22 13:29:00.0000000;2;Havale / EFT;Tamamlandı
449;2540;15130;2026-01-19 21:34:00.0000000;4;Banka Kartı;Kargoda
450;6152;15451;2026-01-15 18:21:00.0000000;3;Kredi Kartı;Tamamlandı
451;6120;13563;2026-01-31 13:13:00.0000000;1;Banka Kartı;Hazırlanıyor
452;17567;9610;2026-01-04 11:20:00.0000000;1;Havale / EFT;Kargoda
453;15016;12901;2026-01-05 17:26:00.0000000;1;Kredi Kartı;Tamamlandı
454;19737;3739;2026-02-06 08:04:00.0000000;3;Banka Kartı;Tamamlandı
455;14626;4680;2026-02-15 10:39:00.0000000;1;Kredi Kartı;Tamamlandı
456;10883;8348;2026-01-21 16:17:00.0000000;2;Havale / EFT;Hazırlanıyor
457;18302;10364;2026-02-14 19:54:00.0000000;1;Kredi Kartı;Tamamlandı
458;9555;10793;2026-01-22 12:08:00.0000000;1;Kredi Kartı;İptal
459;5961;2278;2026-01-12 01:25:00.0000000;1;Kapıda Ödeme;Kargoda
460;9531;1150;2026-01-09 00:30:00.0000000;1;Kredi Kartı;Tamamlandı
461;17145;17923;2026-01-02 12:57:00.0000000;1;Banka Kartı;Tamamlandı
462;2367;4649;2026-02-16 05:44:00.0000000;6;Kredi Kartı;Hazırlanıyor
463;13496;12151;2026-02-09 15:42:00.0000000;1;Banka Kartı;Tamamlandı
464;9252;11377;2026-01-19 06:02:00.0000000;1;Banka Kartı;Tamamlandı
465;14166;328;2026-01-29 19:11:00.0000000;2;Kapıda Ödeme;Tamamlandı
466;16154;7207;2026-02-02 18:45:00.0000000;2;Kredi Kartı;Kargoda
467;7103;5872;2026-01-10 21:59:00.0000000;1;Banka Kartı;Tamamlandı
468;17780;15920;2026-01-08 01:13:00.0000000;1;Kredi Kartı;Hazırlanıyor
469;1747;5927;2026-01-15 13:24:00.0000000;1;Kapıda Ödeme;Tamamlandı
470;353;2418;2026-01-19 21:33:00.0000000;4;Kredi Kartı;Tamamlandı
471;12093;13718;2026-02-02 20:36:00.0000000;4;Banka Kartı;Tamamlandı
472;19281;5326;2026-02-13 17:09:00.0000000;1;Kredi Kartı;Tamamlandı
473;16722;10929;2026-02-15 05:07:00.0000000;1;Kredi Kartı;Tamamlandı
474;568;3259;2026-02-06 03:50:00.0000000;1;Kredi Kartı;Tamamlandı
475;1970;15451;2026-01-07 22:08:00.0000000;1;Kredi Kartı;Tamamlandı
476;1957;12773;2026-01-16 21:04:00.0000000;1;Kredi Kartı;Kargoda
477;14743;4976;2026-02-09 09:13:00.0000000;1;Kredi Kartı;Tamamlandı
478;17696;6198;2026-02-14 10:59:00.0000000;2;Kredi Kartı;Tamamlandı
479;16621;2268;2026-01-22 06:10:00.0000000;2;Havale / EFT;Tamamlandı
480;3537;8399;2026-01-30 11:14:00.0000000;1;Kredi Kartı;Tamamlandı
481;15074;16944;2026-01-05 22:14:00.0000000;1;Havale / EFT;Kargoda
482;21456;6426;2026-01-04 21:27:00.0000000;3;Kredi Kartı;Hazırlanıyor
483;10395;10790;2026-01-22 14:38:00.0000000;2;Kredi Kartı;Hazırlanıyor
484;7003;15478;2026-02-15 16:37:00.0000000;1;Kapıda Ödeme;Tamamlandı
485;5767;17435;2026-02-08 01:40:00.0000000;1;Banka Kartı;İptal
486;8968;15192;2026-01-06 07:19:00.0000000;1;Kredi Kartı;Tamamlandı
487;19314;12160;2026-01-03 11:46:00.0000000;1;Kredi Kartı;Tamamlandı
488;2715;6754;2026-02-14 15:27:00.0000000;1;Kredi Kartı;Tamamlandı
489;18000;12963;2026-01-29 14:52:00.0000000;1;Kredi Kartı;Tamamlandı
490;899;6107;2026-01-26 19:00:00.0000000;1;Banka Kartı;Tamamlandı
491;7418;13111;2026-01-12 09:58:00.0000000;1;Banka Kartı;Tamamlandı
492;492;2108;2026-01-20 00:47:00.0000000;2;Havale / EFT;Tamamlandı
493;17538;2329;2026-01-10 23:24:00.0000000;4;Kapıda Ödeme;Kargoda
494;716;15382;2026-01-31 17:56:00.0000000;1;Banka Kartı;Hazırlanıyor
495;20841;3453;2026-01-08 18:40:00.0000000;1;Banka Kartı;Tamamlandı
496;8320;16016;2026-01-10 09:28:00.0000000;2;Banka Kartı;Tamamlandı
497;8559;5018;2026-01-28 09:19:00.0000000;1;Banka Kartı;Tamamlandı
498;13983;5269;2026-01-10 01:09:00.0000000;2;Banka Kartı;Tamamlandı
499;11841;7512;2026-02-05 18:50:00.0000000;1;Kredi Kartı;Tamamlandı
500;10454;12393;2026-01-03 19:21:00.0000000;1;Kredi Kartı;Tamamlandı
501;16992;17597;2026-01-09 21:36:00.0000000;1;Kredi Kartı;Tamamlandı
502;11400;13632;2026-01-27 01:22:00.0000000;3;Kredi Kartı;Tamamlandı
503;4283;13289;2026-02-04 16:49:00.0000000;1;Banka Kartı;Kargoda
504;7539;12998;2026-02-14 20:43:00.0000000;1;Havale / EFT;Tamamlandı
505;10641;16613;2026-01-31 04:45:00.0000000;1;Kredi Kartı;Tamamlandı
506;8009;2408;2026-01-25 13:58:00.0000000;4;Kredi Kartı;Tamamlandı
507;87;17276;2026-02-13 15:28:00.0000000;1;Kredi Kartı;Tamamlandı
508;6770;3005;2026-01-18 14:54:00.0000000;1;Banka Kartı;Tamamlandı
509;15654;4426;2026-02-09 13:14:00.0000000;1;Banka Kartı;Tamamlandı
510;15500;6165;2026-01-08 06:05:00.0000000;1;Kredi Kartı;Tamamlandı
511;13787;14824;2026-02-07 07:23:00.0000000;1;Kredi Kartı;Kargoda
512;15480;14633;2026-01-12 06:25:00.0000000;1;Kredi Kartı;İptal
513;13656;3514;2026-02-20 23:14:00.0000000;1;Banka Kartı;Kargoda
514;21095;1913;2026-02-01 08:45:00.0000000;1;Banka Kartı;Tamamlandı
515;9727;6207;2026-01-23 22:21:00.0000000;3;Banka Kartı;Tamamlandı
516;7115;13596;2026-02-11 21:45:00.0000000;2;Kapıda Ödeme;Tamamlandı
517;2375;11667;2026-01-14 16:45:00.0000000;1;Banka Kartı;Hazırlanıyor
518;4299;10400;2026-01-07 18:33:00.0000000;2;Havale / EFT;Tamamlandı
519;11873;8148;2026-01-23 05:52:00.0000000;1;Banka Kartı;Tamamlandı
520;13986;10574;2026-01-31 09:19:00.0000000;1;Banka Kartı;Kargoda
521;12576;236;2026-02-19 15:45:00.0000000;2;Banka Kartı;Tamamlandı
522;20689;1303;2026-01-26 18:04:00.0000000;2;Kapıda Ödeme;Tamamlandı
523;3823;17651;2026-01-04 11:21:00.0000000;1;Kredi Kartı;Tamamlandı
524;1084;6871;2026-01-18 09:11:00.0000000;3;Banka Kartı;Tamamlandı
525;14178;1855;2026-01-14 02:12:00.0000000;3;Kredi Kartı;Kargoda
526;4540;10432;2026-01-28 00:03:00.0000000;2;Kredi Kartı;Tamamlandı
527;7044;16749;2026-02-13 00:15:00.0000000;1;Kredi Kartı;Tamamlandı
528;6002;2420;2026-01-08 02:58:00.0000000;1;Kredi Kartı;Kargoda
529;3137;10876;2026-02-10 23:35:00.0000000;1;Kredi Kartı;Kargoda
530;18302;7152;2026-02-12 19:22:00.0000000;3;Kredi Kartı;Tamamlandı
531;9962;11381;2026-01-30 05:48:00.0000000;1;Banka Kartı;Tamamlandı
532;9479;13870;2026-01-14 05:20:00.0000000;3;Kredi Kartı;Hazırlanıyor
533;19397;6991;2026-02-08 09:23:00.0000000;1;Banka Kartı;Tamamlandı
534;18559;14203;2026-01-11 19:02:00.0000000;1;Kredi Kartı;Kargoda
535;19549;16010;2026-01-10 21:19:00.0000000;1;Kredi Kartı;Tamamlandı
536;2088;6971;2026-01-07 14:00:00.0000000;4;Havale / EFT;Tamamlandı
537;18018;17192;2026-02-12 11:44:00.0000000;1;Banka Kartı;Tamamlandı
538;14190;3971;2026-01-04 19:44:00.0000000;1;Kredi Kartı;Tamamlandı
539;11409;8775;2026-02-10 05:47:00.0000000;1;Banka Kartı;Tamamlandı
540;6040;311;2026-02-05 18:13:00.0000000;1;Kredi Kartı;Tamamlandı
541;15439;3435;2026-01-10 14:23:00.0000000;2;Banka Kartı;Tamamlandı
542;14395;15374;2026-01-14 04:55:00.0000000;1;Kredi Kartı;Tamamlandı
543;4782;9706;2026-01-22 08:00:00.0000000;2;Havale / EFT;Tamamlandı
544;5159;13763;2026-01-22 21:30:00.0000000;1;Kredi Kartı;Tamamlandı
545;18876;7874;2026-01-03 19:52:00.0000000;1;Kredi Kartı;Tamamlandı
546;34;12300;2026-01-26 05:32:00.0000000;1;Kapıda Ödeme;Tamamlandı
547;7676;2463;2026-02-14 05:16:00.0000000;1;Banka Kartı;Hazırlanıyor
548;15206;11655;2026-01-13 08:10:00.0000000;2;Havale / EFT;İptal
549;20373;5195;2026-01-18 07:16:00.0000000;1;Kapıda Ödeme;Kargoda
550;20447;8256;2026-01-05 08:51:00.0000000;1;Kredi Kartı;Tamamlandı
551;18702;12594;2026-01-24 01:25:00.0000000;1;Havale / EFT;Tamamlandı
552;4461;11305;2026-01-11 14:05:00.0000000;1;Havale / EFT;Tamamlandı
553;8198;1077;2026-01-29 10:38:00.0000000;2;Banka Kartı;Tamamlandı
554;13491;10926;2026-01-31 03:01:00.0000000;1;Banka Kartı;Tamamlandı
555;1972;7891;2026-01-24 15:03:00.0000000;1;Kapıda Ödeme;Tamamlandı
556;3355;3969;2026-02-06 15:20:00.0000000;1;Banka Kartı;Tamamlandı
557;11659;2453;2026-01-02 09:14:00.0000000;1;Kredi Kartı;Tamamlandı
558;10596;16644;2026-02-04 09:49:00.0000000;3;Kredi Kartı;Tamamlandı
559;18506;12098;2026-02-04 01:09:00.0000000;2;Kredi Kartı;Tamamlandı
560;21016;15776;2026-02-01 15:22:00.0000000;1;Banka Kartı;Kargoda
561;10202;4132;2026-02-11 07:19:00.0000000;1;Kredi Kartı;Tamamlandı
562;19382;6585;2026-02-12 09:13:00.0000000;1;Kredi Kartı;Tamamlandı
563;7377;11268;2026-02-14 15:45:00.0000000;6;Banka Kartı;Tamamlandı
564;6563;5056;2026-02-16 13:55:00.0000000;1;Banka Kartı;Tamamlandı
565;4754;1778;2026-02-15 02:25:00.0000000;5;Kredi Kartı;Tamamlandı
566;19025;10657;2026-01-06 21:04:00.0000000;3;Havale / EFT;Tamamlandı
567;3267;1493;2026-01-25 11:48:00.0000000;2;Havale / EFT;Tamamlandı
568;6192;13861;2026-01-27 05:27:00.0000000;1;Kapıda Ödeme;Tamamlandı
569;4978;11055;2026-01-21 20:00:00.0000000;1;Banka Kartı;Tamamlandı
570;17871;9491;2026-01-12 02:37:00.0000000;4;Banka Kartı;Tamamlandı
571;15372;5956;2026-02-12 06:14:00.0000000;2;Kredi Kartı;Kargoda
572;1631;8707;2026-02-06 23:48:00.0000000;1;Kredi Kartı;Tamamlandı
573;6617;917;2026-02-09 22:24:00.0000000;2;Kredi Kartı;Tamamlandı
574;20527;3211;2026-01-18 18:43:00.0000000;1;Havale / EFT;Hazırlanıyor
575;19896;554;2026-01-22 19:44:00.0000000;2;Banka Kartı;Tamamlandı
576;573;13490;2026-01-03 01:48:00.0000000;1;Havale / EFT;Tamamlandı
577;8942;14057;2026-01-10 10:02:00.0000000;1;Kredi Kartı;Tamamlandı
578;13587;10364;2026-02-08 07:10:00.0000000;4;Kredi Kartı;Tamamlandı
579;10940;14964;2026-01-22 07:29:00.0000000;1;Banka Kartı;İptal
580;3346;1429;2026-01-15 05:49:00.0000000;1;Kredi Kartı;Tamamlandı
581;14201;4169;2026-01-21 15:01:00.0000000;1;Havale / EFT;Kargoda
582;17406;17731;2026-01-13 20:22:00.0000000;3;Havale / EFT;Tamamlandı
583;6700;8738;2026-02-03 12:16:00.0000000;2;Havale / EFT;İptal
584;20276;16908;2026-01-14 07:25:00.0000000;1;Banka Kartı;Tamamlandı
585;3294;12257;2026-01-17 23:24:00.0000000;2;Banka Kartı;Tamamlandı
586;11912;6214;2026-01-18 17:57:00.0000000;2;Kredi Kartı;Tamamlandı
587;16492;17018;2026-01-25 18:53:00.0000000;2;Banka Kartı;Kargoda
588;16460;7861;2026-01-06 00:18:00.0000000;1;Havale / EFT;Tamamlandı
589;20960;543;2026-02-02 08:37:00.0000000;1;Kredi Kartı;Hazırlanıyor
590;18067;14629;2026-01-29 10:03:00.0000000;1;Banka Kartı;Kargoda
591;10671;17482;2026-01-23 22:55:00.0000000;1;Banka Kartı;Kargoda
592;20613;179;2026-01-16 15:10:00.0000000;3;Banka Kartı;Tamamlandı
593;18696;8618;2026-01-17 13:43:00.0000000;2;Havale / EFT;Tamamlandı
594;19541;14791;2026-01-15 11:45:00.0000000;3;Kredi Kartı;Tamamlandı
595;12487;4278;2026-02-19 10:12:00.0000000;1;Kapıda Ödeme;Tamamlandı
596;19111;9072;2026-02-14 21:27:00.0000000;2;Kredi Kartı;Kargoda
597;1784;7534;2026-01-21 01:05:00.0000000;1;Kredi Kartı;Tamamlandı
598;15915;4303;2026-02-09 09:43:00.0000000;2;Kredi Kartı;Hazırlanıyor
599;9751;3577;2026-02-02 11:42:00.0000000;1;Banka Kartı;Tamamlandı
600;6441;5326;2026-02-10 00:50:00.0000000;2;Havale / EFT;Tamamlandı
601;6590;10196;2026-02-17 09:47:00.0000000;1;Banka Kartı;Hazırlanıyor
602;17197;8795;2026-01-25 11:43:00.0000000;1;Kredi Kartı;Tamamlandı
603;8855;15157;2026-02-14 09:17:00.0000000;1;Kredi Kartı;Tamamlandı
604;14219;6734;2026-02-17 20:08:00.0000000;4;Kredi Kartı;Tamamlandı
605;612;11659;2026-02-20 06:40:00.0000000;1;Kredi Kartı;Tamamlandı
606;16229;8103;2026-01-31 10:10:00.0000000;1;Kredi Kartı;İptal
607;6053;1338;2026-01-04 19:21:00.0000000;2;Havale / EFT;Tamamlandı
608;21211;12079;2026-02-13 21:19:00.0000000;1;Banka Kartı;Tamamlandı
609;7742;9093;2026-01-07 20:50:00.0000000;3;Kredi Kartı;Tamamlandı
610;5650;17407;2026-01-15 10:31:00.0000000;1;Banka Kartı;Tamamlandı
611;12030;2646;2026-02-05 12:35:00.0000000;1;Kapıda Ödeme;Tamamlandı
612;2847;16524;2026-01-08 17:39:00.0000000;1;Kredi Kartı;Tamamlandı
613;5412;17948;2026-01-15 20:02:00.0000000;4;Havale / EFT;Tamamlandı
614;12756;1685;2026-01-11 16:40:00.0000000;1;Kredi Kartı;Tamamlandı
615;7667;637;2026-01-28 11:12:00.0000000;1;Kredi Kartı;Tamamlandı
616;16281;7372;2026-01-13 02:03:00.0000000;1;Kredi Kartı;Tamamlandı
617;21123;12605;2026-01-10 10:21:00.0000000;1;Kredi Kartı;İptal
618;8424;1292;2026-02-20 13:14:00.0000000;2;Banka Kartı;Tamamlandı
619;17580;17125;2026-01-04 10:00:00.0000000;1;Havale / EFT;Tamamlandı
620;469;10321;2026-01-09 11:29:00.0000000;1;Kredi Kartı;Kargoda
621;10218;7785;2026-01-31 12:47:00.0000000;2;Kapıda Ödeme;Tamamlandı
622;4794;3648;2026-02-18 20:10:00.0000000;1;Havale / EFT;Tamamlandı
623;8660;10128;2026-01-13 08:40:00.0000000;1;Kapıda Ödeme;İptal
624;11384;2235;2026-01-10 06:35:00.0000000;1;Banka Kartı;Tamamlandı
625;506;14868;2026-02-04 23:54:00.0000000;1;Banka Kartı;İptal
626;21252;13372;2026-02-01 02:54:00.0000000;3;Kredi Kartı;Tamamlandı
627;4563;3867;2026-02-17 22:39:00.0000000;1;Banka Kartı;Tamamlandı
628;15626;2171;2026-01-12 04:34:00.0000000;1;Kredi Kartı;Tamamlandı
629;3596;14185;2026-02-14 07:28:00.0000000;1;Banka Kartı;Kargoda
630;12229;14731;2026-01-02 19:56:00.0000000;4;Kredi Kartı;Kargoda
631;17683;10510;2026-02-04 17:50:00.0000000;2;Banka Kartı;Tamamlandı
632;11578;5236;2026-01-12 06:34:00.0000000;2;Banka Kartı;Kargoda
633;11341;6392;2026-01-05 13:48:00.0000000;2;Banka Kartı;Tamamlandı
634;1146;16793;2026-02-18 03:46:00.0000000;1;Kredi Kartı;Tamamlandı
635;6348;13503;2026-02-06 11:45:00.0000000;1;Banka Kartı;Kargoda
636;17768;16468;2026-02-16 18:34:00.0000000;1;Kredi Kartı;Tamamlandı
637;6480;5298;2026-01-01 06:58:00.0000000;2;Kredi Kartı;Tamamlandı
638;1351;16260;2026-01-19 01:12:00.0000000;1;Banka Kartı;İptal
639;6438;14759;2026-01-07 09:33:00.0000000;1;Banka Kartı;Tamamlandı
640;2166;1193;2026-01-29 22:15:00.0000000;2;Kredi Kartı;Tamamlandı
641;2719;3598;2026-01-31 03:46:00.0000000;1;Kredi Kartı;Tamamlandı
